"palabra","positivo","negativo","sentimiento"
"Llego el día que correspondía, me compre el azul claro y negro, super cómodos y buen calce, en talla soy 36 pero me pedí un 34 y quedaron perfectos
<U+2714> Sí, recomiendo este producto.",0,3,0
"Llegó el pedido muy rápido, fácil de instalar y funciona perfecto Netflix
<U+2714> Sí, recomiendo este producto.",1,1,0
"Llegó en buen estado y sin contratiempos.
Me sirve para tomar notas en mi ipad 2018 (6ta generacion).
Publicada originalmente en falabella.com.co",1,0,1
"Llegó en buenas condiciones, cumple su función sin problemas.",0,0,0
"Llegó en color claro, y se supone compré azul oscuro, pero muy lindo igual... Llego antes de la fecha estimada. Ningún problema.
<U+2714> Sí, recomiendo este producto.",1,2,0
"Llegó en el plazo establecido, modelo 2017 altamente recomendado.",2,0,1
"Llegó en excelentes condiciones y en 3 días, contento con la compra porque estaba en una buena promoción, recomendado.",2,0,1
"Llegó en la fecha indicada, tiene un tamaño ideal y es buenísimo, calienta y hornea perfecto!
<U+2714> Sí, recomiendo este producto.
Publicada originalmente en sodimac.cl",1,0,1
"Llego en perfectas condiciones, es espectacular para el uso diario laboral. Ya que su bateria dura todo el dia. Lo recomiendo al 100% porque cumple con todas las propuestas de rendimiento y especificaciones del equipo. Por el valor y la calidad del producto igual es excelente.
<U+2714> Sí, recomiendo este producto.",5,0,1
"Llegó hoy el producto, lo compre en color azul talla 40, debido al modelo y a la marca (son pequeñas).
El color del jeans es menos azul que el de la foto, me llega bajo los tobillos debido a mi estatura, no tiene mal olor y el material esta bien y es elasticado en la cintura.
<U+2714> Sí, recomiendo este producto.",2,6,0
"Llego impecable y en la fecha justa, el computador funciona genial, es rápido y muy bello",3,1,1
"Llego mi pedido aunque el jeans negro no era el mismo modelo...",1,3,0
"Llego muy rápido y en perfecto estado, bien Falabella",2,1,1
"Llegó muy rápido y funciona excelente",1,1,0
"Llego muy rápido y la probé de inmediato, las papas fritas ( delgadas pre fritas) quedaron exquisitas , crujientes y doradas
<U+2714> Sí, recomiendo este producto.",0,1,0
"Llegó muy rápido, muy cómodo, fácil de instalar y utilizar
<U+2714> Sí, recomiendo este producto.",0,1,0
"Llego rapido solo hay que pedir una talla mas de la que uno ocupa siempre",0,0,0
"Llego rapido, antes de lo esperado, carga bien y niun problema. Vale la pena la compra",0,3,0
"llegó rápido. luce bien (""tira pinta"")y se ve firme. trae 2 bandejas y una rejilla. según la caja tiene garantía 2 años. lo probé y calienta bien para su tamaño.",2,2,0
"Llego súper buenas condiciones y hoy hice longanizas quedaron espectacular y sin aceite",0,0,0
"LLegó super rápido y funciona perfectamente",0,0,0
"Llegó super rápido y no costó nafs instalarlo, muy buena la calidad de la imagen y sonido! Lo recomiendo totalmente. Pasa desapercibido en el televisor.
<U+2714> Sí, recomiendo este producto.",0,1,0
"Llegó super rápido, pedí el azul obscuro y el negro, me quedaron perfectos. Es super favorecedor, la tela es buena y gruesa. Realmente mis favoritos.
<U+2714> Sí, recomiendo este producto.",0,3,0
"Llegó todo bien, las tallas y en la fecha que dijeron! Muchas gracias. Buena tela, elasticada! :)
<U+2714> Sí, recomiendo este producto.",0,0,0
"Llenado barato y fácil de usar.
<U+2714> Sí, recomiendo este producto.",1,1,0
"Llevamos 5 meses con la Freidora y es una verdadera solución, comes más sano ya que evitas el aceite, las papas fritas precocidas quedan con el mismo sabor que freírlas en aceites, recomiendo 100%.
<U+2714> Sí, recomiendo este producto.",3,0,1
"Llevamos dos meses usándola y funciona muy bien. Las recetas que trae son prácticas. Solo los tiempos de preparacion son muy largos, pero hay varias opciones. Contentos con la compra",0,1,0
"Llevamos más de 3 meses con el producto y es perfecto! Los alimentos quedan en su punto perfecto: he hecho pollo, queque, pastel de papas, lasaña, pie de limón, entre otros y no he tenido ningún problema. Los accesorios funcionan bien. Me encanta
<U+2714> Sí, recomiendo este producto.",3,3,0
"Llevare como un año comprandomelos? Normalmente otra marca o calidad mas gruesa duraria mas pero estos tienen buen ajustr y son comodos, por algo cada vez que se rompen compro de los mismos, en la tienda se pueden ver por Molly
<U+2714> Sí, recomiendo este producto.",1,0,1
"llevo 1 mes esperando a que lleguen a la tienda en los que solicite, no hacen nada, no dan una solucion y mas encima me borran los comentarios.
Publicada originalmente en sodimac.cl",1,1,0
"Llevo 2 pancitos integrales y quedan mortales!! Lo mejor es que es fácil de usar
<U+2714> Sí, recomiendo este producto.",0,0,0
"llevo 3 años con el y funciona igual que el primer dia, excelente maquina, rapidisimo, nunca ningun error, lo ocupo para la universidad, leer pdf, word, al mismo tiempo, destacar y resumir, y todo bien, recomendable al 100%.
<U+2714> Sí, recomiendo este producto.",3,2,1
"llevo 6 meses con mi Roku y funciona 10/10
lo conecté a una tv que no es smart tv sin problemas
<U+2714> Sí, recomiendo este producto.",0,0,0
"llevo aprox 3 años comprandome los mismos, encuentro que son buena calidad, solo que para quienes tenemos mas pierna siempre nos pasara que se gastan mas entremedio, pero el calze es muy bueno
<U+2714> Sí, recomiendo este producto.",3,1,1
"Llevo aprox 4 meses de uso y nos encantó. Alto rendimiento y calidad de impresión muy buena. Podemos hacer todo desde el celular",1,2,0
"Llevo cerca de tres meses usándolos y son excelentes. El sonido es muy bueno, no tuve que usar ningún tipo de equalizador en el celular (Motorola One Action). En el notebook también funcionan sin problemas. La batería dura bastante. Tienen un detalle con el uso: mientras el estuche tenga carga, los audífonos se apagan automáticamente al guardarlos, y vuelven conectarse automáticamente al sacarlos. Pero si el estuche no tiene carga, hay que apagarlos y encenderlos manualmente. Aparte de eso, cero problemas.
Otro detalle, puede que no sean cómodos para algunas personas por el diseño. Yo ya me acostumbré a usarlos por horas, pero admito que pasó un tiempo. No son cómodos a la primera.",4,2,1
"LLEVO DOS MESES DE USO , SIN PROBLEMA MUY FACIL DE USAR 100% RECOMENDABLE
<U+2714> Sí, recomiendo este producto.",1,2,0
"llevo dos meses de uso y funciona increíble.",0,0,0
"Llevo menos de 5 meses usándola y la rejilla se pelo u está toda oxidada, funciona muy bien, pero es un asco, no se puede usar así, lo demás está bien , miren bien el material de la rejilla",1,3,0
"Llevo siguiendo este note meses, lo encontre a excelente precio y me permitio reemplazar mi antiguo macbook por una versión que es muy portable y de buen tamañl
<U+2714> Sí, recomiendo este producto.",1,2,0
"Llevo siguiendo por más de un año el precio de este macbook y nunca baja de 700 conozco a personas que lo compraron a 600 mil hace años atrás ya que es del año 2017 y ahora lo suben a 800?? es un aprovechamiento total de parte de Falabella, más en estos tiempos.",0,0,0
"Llevo sólo un par de dias de uso del horno, pero hasta el momento me ha funcionado perfecto, se puede programar y se puede regular la temperatura, eso es lo mejor del mundo.
Hace una semana hice carne en el horno y quedó perfecto, cocción justa y para nada seco, a lo mejor yo igual tengo buena mano, pero el horno lo recomiendo 100%
<U+2714> Sí, recomiendo este producto.",2,1,1
"Llevo un año con el MacBook y la experiencia ha sido la mejor con algún portátil que haya usado. Rápido, seguro, autonomía increíble, etc. Solo no sigan abusando del precio, recordar que este es el modelo 2017",4,1,1
"Llevo un día con los audífonos y pierden conexión cada vez que estoy escuchando música, pésima compra y tratare de que me atan la devolución del dinero, no la recomiendo.",1,0,1
"Llevo un mes con el parlante sin problemas, óptima duración de la batería, una buena calidad de audio y en especial los bajos, suena muy bien en calidad y volumen. El único reparo a realizar, al igual que en modelos similares, es la calidad del micrófono al entablar llamadas, si bien es funcional, se podría mejorar aún.
<U+2714> Sí, recomiendo este producto.",5,3,1
"Llevo un tiempo ya con el producto y es recomendable para la gente que busca un producto para utilizar en su día a día que sea simple y fácil.
Computador muy intuitivo para la gente que se está cambiando de Windows con un sistema operativo bastante bien optimizado a la hora de usar programas multitarea cotidianos.
La batería dura para bastantes horas de uso continuo por lo que esto no será un problema.",3,2,1
"Llevo usándolo un mes aproximadamente y los recomiendo. Se escuchan super bien , buen bass y no se desconectan, la batería dura bastante. Al principio cuesta acostumbrarse con él en la oreja pero en general es un excelente producto.",3,0,1
"Llevo usándolos por dos años al celeste mas claro y la verdad que son super cómodos, tela linda y buen calce... No tengo ningún problema con ellos
<U+2714> Sí, recomiendo este producto.",2,1,1
"Lo adquirí bajo la premisa de hacer papas fritas con menos calorías, así lo vendían en FalabellaTV y me pareció fantástico. Pero ahora que lo he probado por mi mismo, no entiendo cómo pueden tan homogéneamente doradas y, sobre todo, no entiendo cómo pueden cocinarse dentro del los 24 minutos. Pasaré por alto el hecho de que el contenedor es demasiado pequeño, que en ningún caso cupen la cantidad de papas mostrado en FalabellaTV, de que tienes que discriminar las papas cocidas de las que no, al momento de tenerla en el plato. Incluso pasaré por alto que no provenga con un instructivo para conseguir resultados óptimos. Lo que no entiendo es cómo pudieron gastar dinero haciéndole publicidad a algo así, algo que no hace lo que dice que debería hacer, freír, algo que solo puede dañar la imagen de su tienda. Es un producto de segunda, de local chino, seguramente no está mal el precio, pero en ningún caso es lo prometido.
Solo agregar, que imagino que puede servir para hacer hamburguesas, eso si, tienes que voltearlo porque solo calienta por arriba y el aire no de distribuye al interior del equipo, y no creo que puedas hacer 2 hamburguesas al mismo tiempo.",6,8,0
"Lo adquiri hace poco y es un excelente producto, el sonido es de muy buena calidad se escucha genial el bajo, lo recomiendo totalmente el precio es excesible a comparacion de otros audifonos. Se puede llevar a todos lados donde quieras se ajusta super al oido y muy livianos, muy satisfecha mi compra
<U+2714> Sí, recomiendo este producto.",2,1,1
"Lo ame!! Liviano, rápido y estéticamente lindo!!! 100% recomendable",2,0,1
"Lo amo! Es pequeño, ideal para 1 persona o máximo 2 que coman poco. Práctico, no se pega nada. Las cosas quedan crujientes (para algunos alimentos es ideal poner un toquecito mínimo de aceite en spray, sobre todo las papas si son naturales y no congeladas) pero en muchos otros no es necesario. Es pequeño asi que ideal si vives en un depa con una cocina pequeña.",0,3,0
"Lo bueno que es el cable original sin fallas
<U+2714> Sí, recomiendo este producto.",3,0,1
"Lo cambié y volvió a fallar cero resistencia",1,1,0
"Lo compramos en una urgencia porque se nos echó a perder el horno de la cocina y este era de la misma marca y con las mismas funciones, pero lo prefiero mil veces al de la cocina por su tamaño y funcionamiento.
Es un horno amplio, firme, de lindas terminaciones, de buen material, se ve muy lindo en la cocina. Permite cocinar cualquier cosa porque da un calor fuerte y parejo y tiene distintas funciones, con calor superior, inferior, todo junto o separado. Tiene 2 bandejas esmaltadas + una lata, además del fierro para el pollo al spiedo. Cabe una pizza grande, y fuentes medianas. Hay que tener espacio hacia arriba porque sale calor por delante en la parte donde se cierra la puerta, la parte superior del horno se calienta un poco si uno lo tiene prendido mucho rato, las paredes laterales no se calientan. Lo recomiendo 100%, excelente alternativa como para que sea un horno único en una casa, lo compré en oferta, BBB
<U+2714> Sí, recomiendo este producto.",24,24,0
"Lo compramos, para unos novios, nosotros tenemod8 uno, nos salió muy bueno, lo recomendamos",9,3,1
"Lo compre a 699 es Ripley la semana pasada ustedes lo tenían a 749 y ahora casi 800 . Se pasan como apoyan a sus clientes",0,0,0
"lo compre a 700 (que es mucho por que hace años lo tiene mi pareja a 500) me anulan la compra y ahora quieren que lo compre a 800. canallas total",0,0,0
"Lo compré a finales de enero, todo bien con los programas normales, como soy estudiante de arquitectura, debo trabajar con autocad y no me funcionaba, se detenía a los segundos de comenzar a trabajar, lo revisó un técnico y se vieron cuales podrían haber sido los problemas, pero nada, finalmente debí trabajar en autocad en otro computador.
Luego al trabajar con Photoshop súper bien, rápido y cómodo, pero este último mes, me empezó a fallar Photoshop, word hasta la vista previa y por lo mismo lo mande al servicio técnico de falabella, me llegó devuelta restablecido desde fábrica, instalado nuevamente sistema operativo Catalina, espero que esta vez si funcione todo bien.
Informar que ningún programa es pirata, todos son autorizados. Me lo compré porque varios de mis profesores lo usar para trabajar y me lo recomendaban.",1,2,0
"Lo compré apurada para el home office, despacho decía que llegaba el siguiente día y no le creí por la contingencia. Para mi sorpresa llegó, y temprano!!
Este Mac es buenísimo! recomendado totalmente
<U+2714> Sí, recomiendo este producto.",1,0,1
"Lo compre cuando costaba 499 en 2017, este año 2020 le puse una memoria ssd de 512gb y quedo incluso más rápido, totalmente recomendado.",0,0,0
