"","Palabra","negative","positive","positivo","negativo"
"6443","que",0,0,0,0
"6444","el",0,0,0,0
"6445","cable",0,0,0,0
"6446","es",0,0,0,0
"6447","muy",1,0,0,0
"6448","corto",0,0,0,0
"6449","y",0,0,0,0
"6450","como",0,0,0,0
"6451","que",0,0,0,0
"6452","tira",1,0,0,0
"6453","el",0,0,0,0
"6454","conector",0,0,0,0
"6455","limpi",0,0,0,0
"6456","y",0,0,0,0
"6457","con",0,0,0,0
"6458","un",0,0,0,0
"6459","alicates",0,0,0,0
"6460","lo",0,0,0,0
"6461","apret",0,0,0,0
"6462","nuevamente",0,0,0,0
"6463","y",0,0,0,0
"6464","qued",0,0,0,0
"6465","como",0,0,0,0
"6466","nuevo",0,0,0,0
"6467","u",0,0,0,0
"6468","2714",0,0,0,0
"6469","s",0,0,0,0
"6470","recomiendo",0,0,1,0
"6471","este",0,0,0,0
"6472","producto",0,0,0,0
"6473","es",0,0,0,0
"6474","un",0,0,0,0
"6475","producto",0,0,0,0
"6476","regular",0,1,1,0
"6477","pero",0,0,0,0
"6478","cumple",0,0,1,0
"6479","con",0,0,0,0
"6480","su",0,0,0,0
"6481","funci",0,0,0,0
"6482","n",0,0,0,0
"6483","esperaba",0,0,0,0
"6484","m",0,0,0,0
"6485","s",0,0,0,0
"6486","lo",0,0,0,0
"6487","cre",0,0,0,0
"6488","mejor",0,0,1,0
"6489","no",0,0,0,0
"6490","lic",0,0,0,0
"6491","a",0,0,0,0
"6492","bien",0,0,1,0
"6493","le",0,0,0,0
"6494","falta",2,0,0,1
"6495","colchon",0,0,0,0
"6496","poco",0,0,0,0
"6497","tiempo",0,0,0,0
"6498","dura",0,0,0,0
"6499","bien",0,0,1,0
"6500","y",0,0,0,0
"6501","la",0,0,0,0
"6502","base",0,0,0,0
"6503","se",0,0,0,0
"6504","quiebra",1,0,0,1
"6505","las",0,0,0,0
"6506","patas",0,0,0,0
"6507","se",0,0,0,0
"6508","salen",0,0,0,0
"6509","la",0,0,0,0
"6510","talla",0,0,0,0
"6511","corresponde",0,0,0,0
"6512","me",0,0,0,0
"6513","encanto",0,1,1,0
"6514","es",0,0,0,0
"6515","muy",1,0,0,0
"6516","bonito",0,0,1,0
"6517","y",0,0,0,0
"6518","combinable",0,0,0,0
"6519","u",0,0,0,0
"6520","2714",0,0,0,0
"6521","s",0,0,0,0
"6522","recomiendo",0,0,1,0
"6523","este",0,0,0,0
"6524","producto",0,0,0,0
"6525","es",0,0,0,0
"6526","bastante",0,1,0,0
"6527","comoda",0,0,1,0
"6528","se",0,0,0,0
"6529","adapta",0,0,1,0
"6530","a",0,0,0,0
"6531","ti",0,0,0,0
"6532","u",0,0,0,0
"6533","2714",0,0,0,0
"6534","s",0,0,0,0
"6535","recomiendo",0,0,1,0
"6536","este",0,0,0,0
"6537","producto",0,0,0,0
"6538","es",0,0,0,0
"6539","muy",1,0,0,0
"6540","f",0,0,0,0
"6541","cil",0,0,0,0
"6542","de",0,0,0,0
"6543","armar",0,0,0,0
"6544","el",0,0,0,0
"6545","colch",0,0,0,0
"6546","n",0,0,0,0
"6547","es",0,0,0,0
"6548","espectacular",0,0,1,0
"6549","es",0,0,0,0
"6550","alta",0,0,0,0
"6551","u",0,0,0,0
"6552","2714",0,0,0,0
"6553","s",0,0,0,0
"6554","recomiendo",0,0,1,0
"6555","este",0,0,0,0
"6556","producto",0,0,0,0
"6557","fallaron",0,0,0,1
"6558","las",0,0,0,0
"6559","barras",0,0,0,0
"6560","superiores",0,0,0,0
"6561","en",0,0,0,0
"6562","dos",0,0,0,0
"6563","oportunidades",0,0,0,0
"6564","buen",0,0,0,0
"6565","producto.me",0,0,0,0
"6566","permite",0,0,0,0
"6567","programar",0,0,0,0
"6568","en",0,0,0,0
"6569","cuantas",0,0,0,0
"6570","horas",0,0,0,0
"6571","necesitare",0,0,0,0
"6572","el",0,0,0,0
"6573","pan",1,0,0,0
"6574","queda",0,0,0,0
"6575","esponjoso",0,0,0,0
"6576","y",0,0,0,0
"6577","rico",0,0,1,0
"6578","por",0,0,0,0
"6579","que",0,0,0,0
"6580","fueron",0,0,0,0
"6581","muy",1,0,0,0
"6582","atento",0,1,0,0
"6583","conmigo",0,0,0,0
"6584","cuando",0,0,0,0
"6585","pregunt",0,0,0,0
"6586","por",0,0,0,0
"6587","los",0,0,0,0
"6588","productos",0,0,0,0
"6589","u",0,0,0,0
"6590","2714",0,0,0,0
"6591","s",0,0,0,0
"6592","recomiendo",0,0,1,0
"6593","este",0,0,0,0
"6594","producto",0,0,0,0
"6595","publicada",0,0,0,0
"6596","originalmente",0,0,0,0
"6597","en",0,0,0,0
"6598","sodimac.cl",0,0,0,0
"6599","c",0,0,0,0
"6600","modo",0,0,0,0
"6601","y",0,0,0,0
"6602","se",0,0,0,0
"6603","ajusta",0,0,0,0
"6604","a",0,0,0,0
"6605","la",0,0,0,0
"6606","persona",0,0,0,0
"6607","u",0,0,0,0
"6608","2714",0,0,0,0
"6609","s",0,0,0,0
"6610","recomiendo",0,0,1,0
"6611","este",0,0,0,0
"6612","producto",0,0,0,0
"6613","hola",0,0,0,0
"6614","por",0,0,0,0
"6615","favor",0,0,0,0
"6616","necesito",0,0,0,0
"6617","saber",0,0,0,0
"6618","c",0,0,0,0
"6619","mo",0,0,0,0
"6620","actualizar",0,0,0,0
"6621","el",0,0,0,0
"6622","macos",0,0,0,0
"6623","big",0,0,0,0
"6624","sur",0,0,0,0
"6625","en",0,0,0,0
"6626","el",0,0,0,0
"6627","sistema",0,0,0,0
"6628","y",0,0,0,0
"6629","poder",0,0,0,0
"6630","tener",0,0,0,0
"6631","otras",0,0,0,0
"6632","aplicaciones",0,0,0,0
"6633","favor",0,0,0,0
"6634","si",0,0,0,0
"6635","alguien",0,0,0,0
"6636","sabe",0,0,0,0
"6637","comunicarse",0,1,0,0
"6638","gracias",0,0,0,0
"6639","u",0,0,0,0
"6640","2714",0,0,0,0
"6641","s",0,0,0,0
"6642","recomiendo",0,0,1,0
"6643","este",0,0,0,0
"6644","producto",0,0,0,0
"6645","super",0,0,1,0
"6646","comodos",0,0,1,0
"6647","y",0,0,0,0
"6648","lindos",0,0,1,0
"6649","sirven",0,0,1,0
"6650","para",0,0,0,0
"6651","hacer",0,1,0,0
"6652","ejercicio",0,0,0,0
"6653","y",0,0,0,0
"6654","para",0,0,0,0
"6655","salir",0,0,0,0
"6656","u",0,0,0,0
"6657","2714",0,0,0,0
"6658","s",0,0,0,0
"6659","recomiendo",0,0,1,0
"6660","este",0,0,0,0
"6661","producto",0,0,0,0
"6662","publicada",0,0,0,0
"6663","originalmente",0,0,0,0
"6664","en",0,0,0,0
"6665","reebok.com",0,0,0,0
"6666","buenisimo",0,0,1,0
"6667","la",0,0,0,0
"6668","tele",0,0,0,0
"6669","se",0,0,0,0
"6670","enciende",0,0,0,0
"6671","sola",0,0,0,0
"6672","al",0,0,0,0
"6673","enviar",0,0,0,0
"6674","se",0,0,0,0
"6675","al",0,0,0,0
"6676","u",0,0,0,0
"6677","2714",0,0,0,0
"6678","s",0,0,0,0
"6679","recomiendo",0,0,1,0
"6680","este",0,0,0,0
"6681","producto",0,0,0,0
"6682","tienen",0,0,0,0
"6683","buena",0,0,1,0
"6684","altura",0,0,0,0
"6685","es",0,0,0,0
"6686","un",0,0,0,0
"6687","colchon",0,0,0,0
"6688","firme",0,2,1,0
"6689","muy",1,0,0,0
"6690","c",0,0,0,0
"6691","modo",0,0,0,0
"6692","ideal",0,0,1,0
"6693","para",0,0,0,0
"6694","las",0,0,0,0
"6695","personas",0,0,0,0
"6696","que",0,0,0,0
"6697","duermen",0,0,0,0
"6698","boca",0,0,0,0
"6699","abajo",0,0,0,0
"6700","seg",0,0,0,0
"6701","n",0,0,0,0
"6702","mi",0,0,0,0
"6703","opini",0,0,0,0
"6704","n",0,0,0,0
"6705","la",0,0,0,0
"6706","entrega",0,1,0,0
"6707","fue",0,0,0,0
"6708","en",0,0,0,0
"6709","justo",0,1,1,0
"6710","en",0,0,0,0
"6711","el",0,0,0,0
"6712","d",0,0,0,0
"6713","a",0,0,0,0
"6714","acordado",0,0,0,0
"6715","u",0,0,0,0
"6716","2714",0,0,0,0
"6717","s",0,0,0,0
"6718","recomiendo",0,0,1,0
"6719","este",0,0,0,0
"6720","producto",0,0,0,0
"6721","muy",1,0,0,0
"6722","buen",0,0,1,0
"6723","producto",0,0,0,0
"6724","espaciosa",0,0,0,0
"6725","y",0,0,0,0
"6726","c",0,0,0,0
"6727","moda",0,0,0,0
"6728","recomendable",0,1,1,0
"6729","producto",0,0,0,0
"6730","llega",0,0,0,0
"6731","a",0,0,0,0
"6732","la",0,0,0,0
"6733","fecha",0,0,0,0
"6734","estipulada",0,0,0,0
"6735","hermosa",0,1,1,0
"6736","f",0,0,0,0
"6737","cil",0,0,0,0
"6738","de",0,0,0,0
"6739","armar",0,0,0,0
"6740","con",0,0,0,0
"6741","las",0,0,0,0
"6742","indicaciones",0,0,0,0
"6743","del",0,0,0,0
"6744","repartidor",0,0,0,0
"6745","pero",0,0,0,0
"6746","si",0,0,0,0
"6747","encuentro",0,0,0,0
"6748","muy",1,0,0,0
"6749","alto",1,0,0,0
"6750","el",0,0,0,0
"6751","precio",0,0,0,0
"6752","de",0,0,0,0
"6753","reparto",0,0,0,0
"6754","u",0,0,0,0
"6755","2714",0,0,0,0
"6756","s",0,0,0,0
"6757","recomiendo",0,0,1,0
"6758","este",0,0,0,0
"6759","producto",0,0,0,0
"6760","en",0,0,0,0
"6761","lo",0,0,0,0
"6762","persona",0,0,0,0
"6763","si",0,0,0,0
"6764","talla",0,0,0,0
"6765","elasticada",0,0,0,0
"6766","una",0,0,0,0
"6767","talla",0,0,0,0
"6768","menos",0,0,0,0
"6769","de",0,0,0,0
"6770","lo",0,0,0,0
"6771","que",0,0,0,0
"6772","eres",0,0,0,0
"6773","debes",0,0,0,0
"6774","elegir",0,0,0,0
"6775","ok",0,0,0,0
"6776","pero",0,0,0,0
"6777","el",0,0,0,0
"6778","azul",0,0,0,0
"6779","no",0,0,0,0
"6780","es",0,0,0,0
"6781","como",0,0,0,0
"6782","el",0,0,0,0
"6783","de",0,0,0,0
"6784","la",0,0,0,0
"6785","foto",0,0,0,0
"6786","es",0,0,0,0
"6787","mas",0,0,0,0
"6788","oscuro",0,0,0,0
"6789","y",0,0,0,0
"6790","a",0,0,0,0
"6791","mi",0,0,0,0
"6792","vista",0,0,0,0
"6793","no",0,0,0,0
"6794","me",0,0,0,0
"6795","gusto",0,1,1,0
"6796","en",0,0,0,0
"6797","lo",0,0,0,0
"6798","absoluto",0,1,0,0
"6799","todo",0,0,0,0
"6800","lo",0,0,0,0
"6801","demas",0,0,0,0
"6802","ok",0,0,0,0
"6803","y",0,0,0,0
"6804","ojo",0,0,0,0
"6805","es",0,0,0,0
"6806","corto",0,0,0,0
"6807","llega",0,0,0,0
"6808","a",0,0,0,0
"6809","los",0,0,0,0
"6810","tobillos",0,0,0,0
"6811","un",0,0,0,0
"6812","poquito",0,0,0,0
"6813","mas",0,0,0,0
"6814","abajo",0,0,0,0
"6815","nada",1,0,0,1
"6816","mas",0,0,0,0
"6817","es",0,0,0,0
"6818","f",0,0,0,0
"6819","cil",0,0,0,0
"6820","de",0,0,0,0
"6821","utilizar",0,0,0,0
"6822","las",0,0,0,0
"6823","papas",0,0,0,0
"6824","fritas",0,0,0,0
"6825","quedan",0,0,0,0
"6826","tal",0,0,0,0
"6827","cual",0,0,0,0
"6828","las",0,0,0,0
"6829","otras",0,0,0,0
"6830","hice",0,0,0,0
"6831","sopaipillas",0,0,0,0
"6832","tambi",0,0,0,0
"6833","n",0,0,0,0
"6834","pero",0,0,0,0
"6835","se",0,0,0,0
"6836","resecan",0,0,0,0
"6837","un",0,0,0,0
"6838","poco",0,0,0,0
"6839","m",0,0,0,0
"6840","s",0,0,0,0
"6841","la",0,0,0,0
"6842","he",0,0,0,0
"6843","ocupado",0,1,0,0
"6844","solo",0,0,0,0
"6845","para",0,0,0,0
"6846","esas",0,0,0,0
"6847","cosas",0,0,0,0
"6848","las",0,0,0,0
"6849","papa",0,1,0,0
"6850","fritas",0,0,0,0
"6851","prefritas",0,0,0,0
"6852","quedan",0,0,0,0
"6853","excelentes",0,0,1,0
"6854","u",0,0,0,0
"6855","2714",0,0,0,0
"6856","s",0,0,0,0
"6857","recomiendo",0,0,1,0
"6858","este",0,0,0,0
"6859","producto",0,0,0,0
"6860","tiene",0,0,0,0
"6861","el",0,0,0,0
"6862","tama",0,0,0,0
"6863","o",0,0,0,0
"6864","justo",0,1,1,0
"6865","y",0,0,0,0
"6866","la",0,0,0,0
"6867","temperatura",0,0,0,0
"6868","perfecta",0,0,1,0
"6869","super",0,0,1,0
"6870","malo",1,0,0,1
"6871","se",0,0,0,0
"6872","cae",0,0,0,0
"6873","todo",0,0,0,0
"6874","por",0,0,0,0
"6875","abajo",0,0,0,0
"6876","dejando",0,0,0,0
"6877","la",0,0,0,0
"6878","embarrada",0,0,0,0
"6879","mas",0,0,0,0
"6880","encima",0,0,0,0
"6881","queda",0,0,0,0
"6882","mojada",0,0,0,0
"6883","la",0,0,0,0
"6884","licuadora",0,0,0,0
"6885","d",0,0,0,0
"6886","ndote",0,0,0,0
"6887","la",0,0,0,0
"6888","corriente",0,0,0,0
"6889","pesimo",0,0,0,0
"6890","hasta",0,0,0,0
"6891","el",0,0,0,0
"6892","momento",0,0,0,0
"6893","funciona",0,0,0,0
"6894","muy",1,0,0,0
"6895","bien",0,0,1,0
"6896","con",0,0,0,0
"6897","las",0,0,0,0
"6898","papas",0,0,0,0
"6899","tarda",0,0,0,0
"6900","un",0,0,0,0
"6901","poco",0,0,0,0
"6902","mas",0,0,0,0
"6903","de",0,0,0,0
"6904","lo",0,0,0,0
"6905","que",0,0,0,0
"6906","se",0,0,0,0
"6907","menciona",0,0,0,0
"6908","pero",0,0,0,0
"6909","es",0,0,0,0
"6910","muy",1,0,0,0
"6911","facil",0,0,1,0
"6912","de",0,0,0,0
"6913","usar",0,0,0,0
"6914","excelente",0,1,1,0
"6915","f",0,0,0,0
"6916","cil",0,0,0,0
"6917","r",0,0,0,0
"6918","pida",0,0,0,0
"6919","instalaci",0,0,0,0
"6920","n",0,0,0,0
"6921","y",0,0,0,0
"6922","lo",0,0,0,0
"6923","mejor",0,0,1,0
"6924","cumple",0,0,1,0
"6925","su",0,0,0,0
"6926","prop",0,0,0,0
"6927","sito",0,0,0,0
"6928","lo",0,0,0,0
"6929","recomiendo",0,0,1,0
"6930","super",0,0,1,0
"6931","bueno",0,3,1,0
"6932","u",0,0,0,0
"6933","2714",0,0,0,0
"6934","s",0,0,0,0
"6935","recomiendo",0,0,1,0
"6936","este",0,0,0,0
"6937","producto",0,0,0,0
"6938","chiquito",0,0,0,0
"6939","pero",0,0,0,0
"6940","potente",0,1,1,0
"6941","u",0,0,0,0
"6942","2714",0,0,0,0
"6943","s",0,0,0,0
"6944","recomiendo",0,0,1,0
"6945","este",0,0,0,0
"6946","producto",0,0,0,0
"6947","a",0,0,0,0
"6948","pesar",0,0,0,0
"6949","de",0,0,0,0
"6950","que",0,0,0,0
"6951","no",0,0,0,0
"6952","llego",0,0,0,0
"6953","a",0,0,0,0
"6954","la",0,0,0,0
"6955","fecha",0,0,0,0
"6956","indicada",0,0,1,0
"6957","y",0,0,0,0
"6958","falabella",0,0,0,0
"6959","no",0,0,0,0
"6960","me",0,0,0,0
"6961","dio",0,0,0,0
"6962","ninguna",0,0,0,0
"6963","explicaci",0,0,0,0
"6964","n",0,0,0,0
"6965","como",0,0,0,0
"6966","con",0,0,0,0
"6967","varias",0,0,0,0
"6968","compras",0,1,0,0
"6969","m",0,0,0,0
"6970","s",0,0,0,0
"6971","hasta",0,0,0,0
"6972","el",0,0,0,0
"6973","momento",0,0,0,0
"6974","la",0,0,0,0
"6975","impresora",0,0,0,0
"6976","funciona",0,0,1,0
"6977","s",0,0,0,0
"6978","per",0,0,0,0
"6979","bien",0,0,1,0
"6980","y",0,0,0,0
"6981","f",0,0,0,0
"6982","cil",0,0,0,0
"6983","de",0,0,0,0
"6984","conectar",0,0,0,0
"6985","y",0,0,0,0
"6986","usar",0,0,0,0
"6987","la",0,0,0,0
"6988","talla",0,0,0,0
"6989","es",0,0,0,0
"6990","la",0,0,0,0
"6991","adecuada",0,0,1,0
"6992","sin",0,0,0,0
"6993","embargo",1,0,0,0
"6994","parecen",0,0,0,0
"6995","leggins",0,0,0,0
"6996","y",0,0,0,0
"6997","no",0,0,0,0
"6998","jeans",0,0,0,0
"6999","obvio",0,1,0,0
"7000","excelente",0,1,1,0
"7001","producto",0,0,0,0
"7002","recomendable",0,1,1,0
"7003","u",0,0,0,0
"7004","2714",0,0,0,0
"7005","s",0,0,0,0
"7006","recomiendo",0,0,1,0
"7007","este",0,0,0,0
"7008","producto",0,0,0,0
"7009","publicada",0,0,0,0
"7010","originalmente",0,0,0,0
"7011","en",0,0,0,0
"7012","sodimac.cl",0,0,0,0
"7013","buen",0,0,1,0
"7014","equipo",0,0,0,0
"7015","costo",0,0,0,0
"7016","calidad",0,0,0,0
"7017","insuperable",1,0,1,0
"7018","lo",0,0,0,0
"7019","recomiendo",0,0,1,0
"7020","u",0,0,0,0
"7021","2714",0,0,0,0
"7022","s",0,0,0,0
"7023","recomiendo",0,0,1,0
"7024","este",0,0,0,0
"7025","producto",0,0,0,0
"7026","me",0,0,0,0
"7027","gui",0,0,0,0
"7028","por",0,0,0,0
"7029","los",0,0,0,0
"7030","comentarios",0,0,0,0
"7031","sobre",0,0,0,0
"7032","pedir",0,0,0,0
"7033","una",0,0,0,0
"7034","talla",0,0,0,0
"7035","menos",0,0,0,0
"7036","pero",0,0,0,0
"7037","no",0,0,0,0
"7038","fue",0,0,0,0
"7039","favorable",0,1,1,0
"7040","en",0,0,0,0
"7041","mi",0,0,0,0
"7042","caso",1,0,0,0
"7043","me",0,0,0,0
"7044","cierra",0,0,0,0
"7045","justo",0,1,0,0
"7046","y",0,0,0,0
"7047","no",0,0,0,0
"7048","lo",0,0,0,0
"7049","encontr",0,0,0,0
"7050","tiro",0,0,0,0
"7051","alto",1,0,0,0
"7052","el",0,0,0,0
"7053","color",0,0,0,0
"7054","es",0,0,0,0
"7055","hermoso",0,0,1,0
"7056","u",0,0,0,0
"7057","2714",0,0,0,0
"7058","s",0,0,0,0
"7059","recomiendo",0,0,1,0
"7060","este",0,0,0,0
"7061","producto",0,0,0,0
"7062","p",0,0,0,0
"7063","sima",0,0,0,0
"7064","experiencia",0,0,0,0
"7065","con",0,0,0,0
"7066","esta",0,0,0,0
"7067","cama",0,0,0,0
"7068","el",0,0,0,0
"7069","colch",0,0,0,0
"7070","n",0,0,0,0
"7071","s",0,0,0,0
"7072","per",0,0,0,0
"7073","duro",1,0,0,0
"7074","2",0,0,0,0
"7075","meses",0,0,0,0
"7076","de",0,0,0,0
"7077","uso",0,0,0,0
"7078","y",0,0,0,0
"7079","ya",0,0,0,0
"7080","se",0,0,0,0
"7081","siente",0,0,0,0
"7082","como",0,0,0,0
"7083","saltan",0,0,0,0
"7084","los",0,0,0,0
"7085","resortes",0,0,0,0
"7086","antes",0,0,0,0
"7087","tuve",0,0,0,0
"7088","una",0,0,0,0
"7089","sic",0,0,0,0
"7090","que",0,0,0,0
"7091","cost",0,0,0,0
"7092","menos",0,0,0,0
"7093","de",0,0,0,0
"7094","la",0,0,0,0
"7095","mitad",0,0,0,0
"7096","y",0,0,0,0
"7097","me",0,0,0,0
"7098","dur",0,0,0,0
"7099","a",0,0,0,0
"7100","os",0,0,0,0
"7101","de",0,0,0,0
"7102","echo",0,0,0,0
"7103","est",0,0,0,0
"7104","mejor",0,0,1,0
"7105","que",0,0,0,0
"7106","est",0,0,0,0
"7107","porquer",0,0,0,0
"7108","a",0,0,0,0
"7109","no",0,0,0,0
"7110","la",0,0,0,0
"7111","recomiendo",0,0,1,0
"7112","me",0,0,0,0
"7113","encanto",0,1,1,0
"7114","c",0,0,0,0
"7115","modos",0,0,0,0
"7116","y",0,0,0,0
"7117","la",0,0,0,0
"7118","talla",0,0,0,0
"7119","perfecta",0,0,1,0
"7120","compre",0,0,0,0
"7121","40",0,0,0,0
"7122","que",0,0,0,0
"7123","uso",0,0,0,0
"7124","siempre",0,0,0,0
"7125","y",0,0,0,0
"7126","me",0,0,0,0
"7127","quedaron",0,0,0,0
"7128","muy",1,0,0,0
"7129","bien",0,0,0,0
"7130","excelente",0,1,1,0
"7131","compra",0,0,0,0
"7132","y",0,0,0,0
"7133","entrega",0,1,0,0
"7134","muy",1,0,0,0
"7135","r",0,0,0,0
"7136","pida",0,0,0,0
"7137","u",0,0,0,0
"7138","2714",0,0,0,0
"7139","s",0,0,0,0
"7140","recomiendo",0,0,1,0
"7141","este",0,0,0,0
"7142","producto",0,0,0,0
"7143","muy",1,0,0,0
"7144","c",0,0,0,0
"7145","modo",0,0,0,0
"7146","tal",0,0,0,0
"7147","cual",0,0,0,0
"7148","lo",0,0,0,0
"7149","imagin",0,0,0,0
"7150","u",0,0,0,0
"7151","2714",0,0,0,0
"7152","s",0,0,0,0
"7153","recomiendo",0,0,1,0
"7154","este",0,0,0,0
"7155","producto",0,0,0,0
"7156","compre",0,0,0,0
"7157","el",0,0,0,0
"7158","mes",0,0,0,0
"7159","pasado",0,0,0,0
"7160","el",0,0,0,0
"7161","boxspring",0,0,0,0
"7162","muy",1,0,0,0
"7163","recomendable",0,1,1,0
"7164","comodo",0,0,1,0
"7165","de",0,0,0,0
"7166","buena",0,0,1,0
"7167","calidad",0,0,0,0
"7168","y",0,0,0,0
"7169","estetica",0,0,0,0
"7170","muy",1,0,0,0
"7171","facil",0,0,1,0
"7172","de",0,0,0,0
"7173","combinar",0,0,0,0
"7174","remonendable",0,0,1,0
"7175","al",0,0,0,0
"7176","100",0,0,0,0
"7177","para",0,0,0,0
"7178","nosotros",0,0,0,0
"7179","las",0,0,0,0
"7180","chiquillas",0,0,0,0
"7181","de",0,0,0,0
"7182","la",0,0,0,0
"7183","tercera",0,0,0,0
"7184","edad",0,0,0,0
"7185","aaa",0,0,0,0
"7186","y",0,0,0,0
"7187","las",0,0,0,0
"7188","otras",0,0,0,0
"7189","edades",0,0,0,0
"7190","tambien",0,0,0,0
"7191","u",0,0,0,0
"7192","2714",0,0,0,0
"7193","s",0,0,0,0
"7194","recomiendo",0,0,1,0
"7195","este",0,0,0,0
"7196","producto",0,0,0,0
"7197","lo",0,0,0,0
"7198","uso",0,0,0,0
"7199","poco",0,0,0,0
"7200","pero",0,0,0,0
"7201","me",0,0,0,0
"7202","ha",0,0,0,0
"7203","resultado",0,1,1,0
"7204","bien",0,0,1,0
"7205","cumplio",0,0,0,0
"7206","con",0,0,0,0
"7207","mis",0,0,0,0
"7208","expectativas",0,0,0,0
"7209","u",0,0,0,0
"7210","2714",0,0,0,0
"7211","s",0,0,0,0
"7212","recomiendo",0,0,1,0
"7213","este",0,0,0,0
"7214","producto",0,0,0,0
"7215","publicada",0,0,0,0
"7216","originalmente",0,0,0,0
"7217","en",0,0,0,0
"7218","sodimac.cl",0,0,0,0
"7219","lo",0,0,0,0
"7220","compre",0,0,0,0
"7221","a",0,0,0,0
"7222","699",0,0,0,0
"7223","es",0,0,0,0
"7224","ripley",0,0,0,0
"7225","la",0,0,0,0
"7226","semana",0,0,0,0
"7227","pasada",0,0,0,0
"7228","ustedes",0,0,0,0
"7229","lo",0,0,0,0
"7230","ten",0,0,0,0
"7231","an",0,0,0,0
"7232","a",0,0,0,0
"7233","749",0,0,0,0
"7234","y",0,0,0,0
"7235","ahora",0,0,0,0
"7236","casi",0,0,0,0
"7237","800",0,0,0,0
"7238","se",0,0,0,0
"7239","pasan",0,0,0,0
"7240","como",0,0,0,0
"7241","apoyan",0,0,0,0
"7242","a",0,0,0,0
"7243","sus",0,0,0,0
"7244","clientes",0,0,0,0
"7245","llevo",0,0,0,0
"7246","3",0,0,0,0
"7247","meses",0,0,0,0
"7248","con",0,0,0,0
"7249","la",0,0,0,0
"7250","cama",0,0,0,0
"7251","las",0,0,0,0
"7252","base",0,0,0,0
"7253","es",0,0,0,0
"7254","bien",0,0,0,0
"7255","resistente",1,2,1,0
"7256","mi",0,0,0,0
"7257","hijo",0,0,0,0
"7258","salta",0,0,0,0
"7259","sobre",0,0,0,0
"7260","la",0,0,0,0
"7261","cama",0,0,0,0
"7262","y",0,0,0,0
"7263","no",0,0,0,0
"7264","se",0,0,0,0
"7265","a",0,0,0,0
"7266","soltado",0,0,0,0
"7267","ni",0,0,0,0
"7268","quebrado",1,0,0,0
"7269","el",0,0,0,0
"7270","colch",0,0,0,0
"7271","n",0,0,0,0
"7272","es",0,0,0,0
"7273","firme",0,2,1,0
"7274","para",0,0,0,0
"7275","personas",0,0,0,0
"7276","que",0,0,0,0
"7277","no",0,0,0,0
"7278","est",0,0,0,0
"7279","n",0,0,0,0
"7280","acostumbradas",0,0,0,0
"7281","a",0,0,0,0
"7282","un",0,0,0,0
"7283","ortopedic",0,0,0,0
"7284","puede",0,0,0,0
"7285","ser",0,0,0,0
"7286","duro",1,0,0,0
"7287","por",0,0,0,0
"7288","mi",0,0,0,0
"7289","parte",0,0,0,0
"7290","lo",0,0,0,0
"7291","prefiero",0,0,0,0
"7292","as",0,1,0,0
"7293","porque",0,0,0,0
"7294","dura",0,0,0,0
"7295","m",0,0,0,0
"7296","s",0,0,0,0
"7297","u",0,0,0,0
"7298","2714",0,0,0,0
"7299","s",0,0,0,0
"7300","recomiendo",0,0,1,0
"7301","este",0,0,0,0
"7302","producto",0,0,0,0
"7303","bueno",0,3,1,0
"7304","bonito",0,0,0,0
"7305","y",0,0,0,0
"7306","barato",1,1,1,0
"7307","cumple",0,0,0,0
"7308","al",0,0,0,0
"7309","100",0,0,0,0
"7310","su",0,0,0,0
"7311","funci",0,0,0,0
"7312","n",0,0,0,0
"7313","es",0,0,0,0
"7314","maravillosa",0,0,1,0
"7315","la",0,0,0,0
"7316","amamos",0,0,1,0
"7317","con",0,0,0,0
"7318","mi",0,0,0,0
"7319","familia",0,1,0,0
"7320","u",0,0,0,0
"7321","2714",0,0,0,0
"7322","s",0,0,0,0
"7323","recomiendo",0,0,1,0
"7324","este",0,0,0,0
"7325","producto",0,0,0,0
"7326","excelente",0,1,1,0
"7327","producto",0,0,0,0
"7328","para",0,0,0,0
"7329","quienes",0,0,0,0
"7330","no",0,0,0,0
"7331","tienen",0,0,0,0
"7332","smart",0,0,0,0
"7333","tv",0,0,0,0
"7334","f",0,0,0,0
"7335","cil",0,0,0,0
"7336","de",0,0,0,0
"7337","usar",0,0,0,0
"7338","y",0,0,0,0
"7339","no",0,0,0,0
"7340","tiene",0,0,0,0
"7341","problemas",0,0,0,1
"7342","de",0,0,0,0
"7343","conexi",0,0,0,0
"7344","n",0,0,0,0
"7345","recomendable",0,1,1,0
"7346","para",0,0,0,0
"7347","estos",0,0,0,0
"7348","tiempos",0,0,0,0
"7349","el",0,0,0,0
"7350","color",0,0,0,0
"7351","es",0,0,0,0
"7352","tal",0,0,0,0
"7353","cual",0,0,0,0
"7354","a",0,0,0,0
"7355","la",0,0,0,0
"7356","foto",0,0,0,0
"7357","azul",0,0,0,0
"7358","es",0,0,0,0
"7359","s",0,0,0,0
"7360","per",0,0,0,0
"7361","c",0,0,0,0
"7362","modo",0,0,0,0
"7363","y",0,0,0,0
"7364","queda",0,0,0,0
"7365","muy",1,0,0,0
"7366","lindo",0,1,1,0
"7367","al",0,0,0,0
"7368","cuerpo",0,0,0,0
"7369","es",0,0,0,0
"7370","elasticado",0,0,0,0
"7371","me",0,0,0,0
"7372","encanto",0,1,1,0
"7373","u",0,0,0,0
"7374","2714",0,0,0,0
